,_,_,_,start_loc,end_loc,_,_,_,gene_info
"
614,Chromosome,ena,gene,692338,693378,.,-,.,"ID=gene:b0660;Name=ybeZ;biotype=protein_coding;description=heat shock protein%2C putative NTPase%3B PhoH-like protein;gene_id=b0660;logic_name=ena
"
615,Chromosome,ena,gene,693531,694955,.,-,.,"ID=gene:b0661;Name=miaB;biotype=protein_coding;description=tRNA-i(6)A37 methylthiotransferase;gene_id=b0661;logic_name=ena
"
616,Chromosome,ena,gene,695101,696276,.,+,.,"ID=gene:b0662;Name=ubiF;biotype=protein_coding;description=2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol oxygenase;gene_id=b0662;logic_name=ena
"
617,Chromosome,ena,gene,697513,699177,.,-,.,"ID=gene:b0674;Name=asnB;biotype=protein_coding;description=asparagine synthetase B;gene_id=b0674;logic_name=ena
"
618,Chromosome,ena,gene,699574,700326,.,-,.,"ID=gene:b0675;Name=umpH;biotype=protein_coding;description=UMP phosphatase;gene_id=b0675;logic_name=ena
"
619,Chromosome,ena,gene,700374,701594,.,-,.,"ID=gene:b0676;Name=nagC;biotype=protein_coding;description=N-acetylglucosamine-inducible nag divergent operon transcriptional repressor;gene_id=b0676;logic_name=ena
"
620,Chromosome,ena,gene,701603,702751,.,-,.,"ID=gene:b0677;Name=nagA;biotype=protein_coding;description=N-acetylglucosamine-6-phosphate deacetylase;gene_id=b0677;logic_name=ena
"
621,Chromosome,ena,gene,702811,703611,.,-,.,"ID=gene:b0678;Name=nagB;biotype=protein_coding;description=glucosamine-6-phosphate deaminase;gene_id=b0678;logic_name=ena
"
622,Chromosome,ena,gene,703944,705890,.,+,.,"ID=gene:b0679;Name=nagE;biotype=protein_coding;description=N-acetyl glucosamine specific PTS enzyme IIC%2C IIB%2C and IIA components;gene_id=b0679;logic_name=ena
"
623,Chromosome,ena,gene,706093,707757,.,+,.,"ID=gene:b0680;Name=glnS;biotype=protein_coding;description=glutamyl-tRNA synthetase;gene_id=b0680;logic_name=ena
"
624,Chromosome,ena,gene,708334,709740,.,+,.,"ID=gene:b0681;Name=chiP;biotype=protein_coding;description=chitoporin%2C uptake of chitosugars;gene_id=b0681;logic_name=ena
"
625,Chromosome,ena,gene,709790,710116,.,+,.,"ID=gene:b0682;Name=chiQ;biotype=protein_coding;description=chitosugar-induced verified lipoprotein;gene_id=b0682;logic_name=ena
"
626,Chromosome,ena,gene,710200,710646,.,-,.,"ID=gene:b0683;Name=fur;biotype=protein_coding;description=ferric iron uptake regulon transcriptional repressor%3B autorepressor;gene_id=b0683;logic_name=ena
"
627,Chromosome,ena,gene,710639,710725,.,-,.,"ID=gene:b4637;Name=uof;biotype=protein_coding;description=ryhB-regulated fur leader peptide;gene_id=b4637;logic_name=ena
"
628,Chromosome,ena,gene,710935,711465,.,-,.,"ID=gene:b0684;Name=fldA;biotype=protein_coding;description=flavodoxin 1;gene_id=b0684;logic_name=ena
"
629,Chromosome,ena,gene,711605,711898,.,-,.,"ID=gene:b0685;Name=ybfE;biotype=protein_coding;description=LexA-regulated protein%2C CopB family;gene_id=b0685;logic_name=ena
"
630,Chromosome,ena,gene,712038,712802,.,-,.,"ID=gene:b0686;Name=ybfF;biotype=protein_coding;description=acyl-CoA esterase;gene_id=b0686;logic_name=ena
"
631,Chromosome,ena,gene,712987,713532,.,+,.,"ID=gene:b0687;Name=seqA;biotype=protein_coding;description=negative modulator of initiation of replication;gene_id=b0687;logic_name=ena
"
632,Chromosome,ena,gene,713558,715198,.,+,.,"ID=gene:b0688;Name=pgm;biotype=protein_coding;description=phosphoglucomutase;gene_id=b0688;logic_name=ena
"
633,Chromosome,ena,gene,715412,715906,.,+,.,"ID=gene:b0689;Name=ybfP;biotype=protein_coding;description=lipoprotein;gene_id=b0689;logic_name=ena
"
634,Chromosome,ena,gene,716946,718265,.,-,.,"ID=gene:b0692;Name=potE;biotype=protein_coding;description=putrescine/proton symporter: putrescine/ornithine antiporter;gene_id=b0692;logic_name=ena
"
635,Chromosome,ena,gene,718262,720460,.,-,.,"ID=gene:b0693;Name=speF;biotype=protein_coding;description=ornithine decarboxylase isozyme%2C inducible;gene_id=b0693;logic_name=ena
"
636,Chromosome,ena,gene,720583,720840,.,+,.,"ID=gene:b4590;Name=ybfK;biotype=protein_coding;description=uncharacterized protein;gene_id=b4590;logic_name=ena
"
637,Chromosome,ena,gene,721056,721733,.,-,.,"ID=gene:b0694;Name=kdpE;biotype=protein_coding;description=response regulator in two-component regulatory system with KdpD;gene_id=b0694;logic_name=ena
"
638,Chromosome,ena,gene,721730,724414,.,-,.,"ID=gene:b0695;Name=kdpD;biotype=protein_coding;description=fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein;gene_id=b0695;logic_name=ena
"
639,Chromosome,ena,gene,724407,724979,.,-,.,"ID=gene:b0696;Name=kdpC;biotype=protein_coding;description=potassium translocating ATPase%2C subunit C;gene_id=b0696;logic_name=ena
"
640,Chromosome,ena,gene,724988,727036,.,-,.,"ID=gene:b0697;Name=kdpB;biotype=protein_coding;description=potassium translocating ATPase%2C subunit B;gene_id=b0697;logic_name=ena
"
641,Chromosome,ena,gene,727059,728732,.,-,.,"ID=gene:b0698;Name=kdpA;biotype=protein_coding;description=potassium translocating ATPase%2C subunit A;gene_id=b0698;logic_name=ena
"
642,Chromosome,ena,gene,728732,728821,.,-,.,"ID=gene:b4513;Name=kdpF;biotype=protein_coding;description=potassium ion accessory transporter subunit;gene_id=b4513;logic_name=ena
"
643,Chromosome,ena,gene,729134,729340,.,+,.,"ID=gene:b0699;Name=ybfA;biotype=protein_coding;description=DUF2517 family protein;gene_id=b0699;logic_name=ena
"
644,Chromosome,ena,gene,729583,733776,.,+,.,"ID=gene:b0700;Name=rhsC;biotype=protein_coding;description=Rhs protein with putative toxin domain%3B putative neighboring cell growth inhibitor;gene_id=b0700;logic_name=ena
"
645,Chromosome,ena,gene,733776,734102,.,+,.,"ID=gene:b0702;Name=ybfB;biotype=protein_coding;description=putative membrane protein;gene_id=b0702;logic_name=ena
"
646,Chromosome,ena,gene,735650,736219,.,+,.,"ID=gene:b0704;Name=ybfC;biotype=protein_coding;description=putative secreted protein;gene_id=b0704;logic_name=ena
"
647,Chromosome,ena,gene,738092,738853,.,+,.,"ID=gene:b0706;Name=ybfD;biotype=protein_coding;description=H repeat-associated putative transposase;gene_id=b0706;logic_name=ena
"
648,Chromosome,ena,gene,739001,739510,.,+,.,"ID=gene:b0707;Name=ybgA;biotype=protein_coding;description=DUF1722 family protein;gene_id=b0707;logic_name=ena
"
649,Chromosome,ena,gene,739507,740925,.,+,.,"ID=gene:b0708;Name=phr;biotype=protein_coding;description=deoxyribodipyrimidine photolyase%2C FAD-binding;gene_id=b0708;logic_name=ena
"
650,Chromosome,ena,gene,741075,742556,.,-,.,"ID=gene:b0709;Name=dtpD;biotype=protein_coding;description=dipeptide and tripeptide permease D;gene_id=b0709;logic_name=ena
"
651,Chromosome,ena,gene,742827,743570,.,+,.,"ID=gene:b0710;Name=ybgI;biotype=protein_coding;description=NIF3 family metal-binding protein;gene_id=b0710;logic_name=ena
"
652,Chromosome,ena,gene,743593,744249,.,+,.,"ID=gene:b0711;Name=ybgJ;biotype=protein_coding;description=putative allophanate hydrolase%2C subunit 1;gene_id=b0711;logic_name=ena
"
653,Chromosome,ena,gene,744243,745175,.,+,.,"ID=gene:b0712;Name=ybgK;biotype=protein_coding;description=putative allophanate hydrolase%2C subunit 2;gene_id=b0712;logic_name=ena
"
654,Chromosome,ena,gene,745165,745899,.,+,.,"ID=gene:b0713;Name=ybgL;biotype=protein_coding;description=UPF0271 family protein;gene_id=b0713;logic_name=ena
"
655,Chromosome,ena,gene,745935,746726,.,+,.,"ID=gene:b0714;Name=nei;biotype=protein_coding;description=endonuclease VIII and 5-formyluracil/5-hydroxymethyluracil DNA glycosylase;gene_id=b0714;logic_name=ena
"
656,Chromosome,ena,gene,746723,747769,.,-,.,"ID=gene:b0715;Name=abrB;biotype=protein_coding;description=regulator of aidB expression%3B inner membrane protein;gene_id=b0715;logic_name=ena
"
657,Chromosome,ena,gene,747921,748982,.,-,.,"ID=gene:b0716;Name=ybgO;biotype=protein_coding;description=putative fimbrial protein;gene_id=b0716;logic_name=ena
"
658,Chromosome,ena,gene,748979,749707,.,-,.,"ID=gene:b0717;Name=ybgP;biotype=protein_coding;description=putative periplasmic pilin chaperone;gene_id=b0717;logic_name=ena
"
659,Chromosome,ena,gene,749722,752169,.,-,.,"ID=gene:b0718;Name=ybgQ;biotype=protein_coding;description=putative outer membrane protein;gene_id=b0718;logic_name=ena
"
660,Chromosome,ena,gene,752229,752795,.,-,.,"ID=gene:b0719;Name=ybgD;biotype=protein_coding;description=putative fimbrial-like adhesin protein;gene_id=b0719;logic_name=ena
"
661,Chromosome,ena,gene,753185,754468,.,-,.,"ID=gene:b0720;Name=gltA;biotype=protein_coding;description=citrate synthase;gene_id=b0720;logic_name=ena
"
662,Chromosome,ena,gene,755177,755566,.,+,.,"ID=gene:b0721;Name=sdhC;biotype=protein_coding;description=succinate dehydrogenase%2C membrane subunit%2C binds cytochrome b556;gene_id=b0721;logic_name=ena
"
663,Chromosome,ena,gene,755560,755907,.,+,.,"ID=gene:b0722;Name=sdhD;biotype=protein_coding;description=succinate dehydrogenase%2C membrane subunit%2C binds cytochrome b556;gene_id=b0722;logic_name=ena
"
664,Chromosome,ena,gene,755907,757673,.,+,.,"ID=gene:b0723;Name=sdhA;biotype=protein_coding;description=succinate dehydrogenase%2C flavoprotein subunit;gene_id=b0723;logic_name=ena
"
665,Chromosome,ena,gene,757689,758405,.,+,.,"ID=gene:b0724;Name=sdhB;biotype=protein_coding;description=succinate dehydrogenase%2C FeS subunit;gene_id=b0724;logic_name=ena
"
666,Chromosome,ena,gene,758706,761507,.,+,.,"ID=gene:b0726;Name=sucA;biotype=protein_coding;description=2-oxoglutarate decarboxylase%2C thiamine triphosphate-binding;gene_id=b0726;logic_name=ena
"
667,Chromosome,ena,gene,761522,762739,.,+,.,"ID=gene:b0727;Name=sucB;biotype=protein_coding;description=dihydrolipoyltranssuccinase;gene_id=b0727;logic_name=ena
"
668,Chromosome,ena,gene,763014,764180,.,+,.,"ID=gene:b0728;Name=sucC;biotype=protein_coding;description=succinyl-CoA synthetase%2C beta subunit;gene_id=b0728;logic_name=ena
"
669,Chromosome,ena,gene,764180,765049,.,+,.,"ID=gene:b0729;Name=sucD;biotype=protein_coding;description=succinyl-CoA synthetase%2C NAD(P)-binding%2C alpha subunit;gene_id=b0729;logic_name=ena
"
670,Chromosome,ena,gene,765153,765875,.,-,.,"ID=gene:b0730;Name=mngR;biotype=protein_coding;description=transcriptional repressor for the mannosyl-D-glycerate catabolic operon;gene_id=b0730;logic_name=ena
"
671,Chromosome,ena,gene,765984,767960,.,+,.,"ID=gene:b0731;Name=mngA;biotype=protein_coding;description=fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component;gene_id=b0731;logic_name=ena
"
672,Chromosome,ena,gene,767978,770611,.,+,.,"ID=gene:b0732;Name=mngB;biotype=protein_coding;description=alpha-mannosidase;gene_id=b0732;logic_name=ena
"
673,Chromosome,ena,gene,771458,773026,.,+,.,"ID=gene:b0733;Name=cydA;biotype=protein_coding;description=cytochrome d terminal oxidase%2C subunit I;gene_id=b0733;logic_name=ena
"
674,Chromosome,ena,gene,773042,774181,.,+,.,"ID=gene:b0734;Name=cydB;biotype=protein_coding;description=cytochrome d terminal oxidase%2C subunit II;gene_id=b0734;logic_name=ena
"
675,Chromosome,ena,gene,774196,774309,.,+,.,"ID=gene:b4515;Name=cydX;biotype=protein_coding;description=cytochrome d (bd-I) ubiquinol oxidase subunit X;gene_id=b4515;logic_name=ena
"
676,Chromosome,ena,gene,774309,774602,.,+,.,"ID=gene:b0735;Name=ybgE;biotype=protein_coding;description=putative inner membrane protein in cydABX-ybgE operon;gene_id=b0735;logic_name=ena
"
677,Chromosome,ena,gene,774752,775156,.,+,.,"ID=gene:b0736;Name=ybgC;biotype=protein_coding;description=acyl-CoA thioester hydrolase;gene_id=b0736;logic_name=ena
"
678,Chromosome,ena,gene,775153,775845,.,+,.,"ID=gene:b0737;Name=tolQ;biotype=protein_coding;description=membrane spanning protein in TolA-TolQ-TolR complex;gene_id=b0737;logic_name=ena
"
679,Chromosome,ena,gene,775849,776277,.,+,.,"ID=gene:b0738;Name=tolR;biotype=protein_coding;description=membrane spanning protein in TolA-TolQ-TolR complex;gene_id=b0738;logic_name=ena
"
680,Chromosome,ena,gene,776342,777607,.,+,.,"ID=gene:b0739;Name=tolA;biotype=protein_coding;description=membrane anchored protein in TolA-TolQ-TolR complex;gene_id=b0739;logic_name=ena
"
681,Chromosome,ena,gene,777740,779032,.,+,.,"ID=gene:b0740;Name=tolB;biotype=protein_coding;description=periplasmic protein;gene_id=b0740;logic_name=ena
"
682,Chromosome,ena,gene,779067,779588,.,+,.,"ID=gene:b0741;Name=pal;biotype=protein_coding;description=peptidoglycan-associated outer membrane lipoprotein;gene_id=b0741;logic_name=ena
"
683,Chromosome,ena,gene,779598,780389,.,+,.,"ID=gene:b0742;Name=ybgF;biotype=protein_coding;description=periplasmic TolA-binding protein;gene_id=b0742;logic_name=ena
"
684,Chromosome,ena,gene,782085,783128,.,+,.,"ID=gene:b0750;Name=nadA;biotype=protein_coding;description=quinolinate synthase%2C subunit A;gene_id=b0750;logic_name=ena
"
685,Chromosome,ena,gene,783166,783885,.,+,.,"ID=gene:b0751;Name=pnuC;biotype=protein_coding;description=nicotinamide riboside transporter;gene_id=b0751;logic_name=ena
"
686,Chromosome,ena,gene,783882,784823,.,-,.,"ID=gene:b0752;Name=zitB;biotype=protein_coding;description=zinc efflux system;gene_id=b0752;logic_name=ena
"
687,Chromosome,ena,gene,784937,785317,.,-,.,"ID=gene:b0753;Name=ybgS;biotype=protein_coding;description=putative periplasmic protein;gene_id=b0753;logic_name=ena
"
688,Chromosome,ena,gene,785633,786685,.,+,.,"ID=gene:b0754;Name=aroG;biotype=protein_coding;description=3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C phenylalanine repressible;gene_id=b0754;logic_name=ena
"
689,Chromosome,ena,gene,786843,787595,.,-,.,"ID=gene:b0755;Name=gpmA;biotype=protein_coding;description=phosphoglyceromutase 1;gene_id=b0755;logic_name=ena
"
690,Chromosome,ena,gene,787797,788837,.,-,.,"ID=gene:b0756;Name=galM;biotype=protein_coding;description=aldose 1-epimerase%3B type-1 mutarotase%3B galactose mutarotase;gene_id=b0756;logic_name=ena
"
691,Chromosome,ena,gene,788831,789979,.,-,.,"ID=gene:b0757;Name=galK;biotype=protein_coding;description=galactokinase;gene_id=b0757;logic_name=ena
"
692,Chromosome,ena,gene,789983,791029,.,-,.,"ID=gene:b0758;Name=galT;biotype=protein_coding;description=galactose-1-phosphate uridylyltransferase;gene_id=b0758;logic_name=ena
"
693,Chromosome,ena,gene,791039,792055,.,-,.,"ID=gene:b0759;Name=galE;biotype=protein_coding;description=UDP-galactose-4-epimerase;gene_id=b0759;logic_name=ena
"
694,Chromosome,ena,gene,792316,793788,.,-,.,"ID=gene:b0760;Name=modF;biotype=protein_coding;description=molybdate ABC transporter ATPase;gene_id=b0760;logic_name=ena
"
695,Chromosome,ena,gene,793856,794644,.,-,.,"ID=gene:b0761;Name=modE;biotype=protein_coding;description=transcriptional repressor for the molybdenum transport operon modABC;gene_id=b0761;logic_name=ena
"
696,Chromosome,ena,gene,794773,794922,.,+,.,"ID=gene:b0762;Name=acrZ;biotype=protein_coding;description=AcrAB-TolC efflux pump accessory protein%2C membrane-associated;gene_id=b0762;logic_name=ena
"
697,Chromosome,ena,gene,795089,795862,.,+,.,"ID=gene:b0763;Name=modA;biotype=protein_coding;description=molybdate ABC transporter periplasmic binding protein%3B chlorate resistance protein;gene_id=b0763;logic_name=ena
"
698,Chromosome,ena,gene,795862,796551,.,+,.,"ID=gene:b0764;Name=modB;biotype=protein_coding;description=molybdate ABC transporter permease%3B chlorate resistance protein;gene_id=b0764;logic_name=ena
"
699,Chromosome,ena,gene,796554,797612,.,+,.,"ID=gene:b0765;Name=modC;biotype=protein_coding;description=molybdate ABC transporter ATPase%3B chlorate resistance protein;gene_id=b0765;logic_name=ena
"
700,Chromosome,ena,gene,797613,798431,.,-,.,"ID=gene:b0766;Name=ybhA;biotype=protein_coding;description=pyridoxal phosphate (PLP) phosphatase;gene_id=b0766;logic_name=ena
"
701,Chromosome,ena,gene,798586,799581,.,+,.,"ID=gene:b0767;Name=pgl;biotype=protein_coding;description=6-phosphogluconolactonase;gene_id=b0767;logic_name=ena
"
702,Chromosome,ena,gene,799622,800575,.,-,.,"ID=gene:b0768;Name=ybhD;biotype=protein_coding;description=putative DNA-binding transcriptional regulator;gene_id=b0768;logic_name=ena
"
703,Chromosome,ena,gene,800759,801811,.,+,.,"ID=gene:b0769;Name=ybhH;biotype=protein_coding;description=putative PrpF family isomerase;gene_id=b0769;logic_name=ena
"
704,Chromosome,ena,gene,801887,803320,.,+,.,"ID=gene:b0770;Name=ybhI;biotype=protein_coding;description=putative DASS family tricarboxylate or dicarboxylate transporter;gene_id=b0770;logic_name=ena
"
705,Chromosome,ena,gene,803503,805764,.,+,.,"ID=gene:b0771;Name=ybhJ;biotype=protein_coding;description=aconitase family protein;gene_id=b0771;logic_name=ena
"
706,Chromosome,ena,gene,805998,807281,.,-,.,"ID=gene:b0772;Name=ybhC;biotype=protein_coding;description=acyl-CoA thioesterase%2C lipoprotein;gene_id=b0772;logic_name=ena
"
707,Chromosome,ena,gene,807433,807909,.,-,.,"ID=gene:b0773;Name=ybhB;biotype=protein_coding;description=kinase inhibitor homolog%2C UPF0098 family;gene_id=b0773;logic_name=ena
"
708,Chromosome,ena,gene,807968,809257,.,-,.,"ID=gene:b0774;Name=bioA;biotype=protein_coding;description=7%2C8-diaminopelargonic acid synthase%2C PLP-dependent;gene_id=b0774;logic_name=ena
"
709,Chromosome,ena,gene,809344,810384,.,+,.,"ID=gene:b0775;Name=bioB;biotype=protein_coding;description=biotin synthase;gene_id=b0775;logic_name=ena
"
710,Chromosome,ena,gene,810381,811535,.,+,.,"ID=gene:b0776;Name=bioF;biotype=protein_coding;description=8-amino-7-oxononanoate synthase;gene_id=b0776;logic_name=ena
"
711,Chromosome,ena,gene,811522,812277,.,+,.,"ID=gene:b0777;Name=bioC;biotype=protein_coding;description=malonyl-ACP O-methyltransferase%2C SAM-dependent;gene_id=b0777;logic_name=ena
"
712,Chromosome,ena,gene,812270,812947,.,+,.,"ID=gene:b0778;Name=bioD;biotype=protein_coding;description=dethiobiotin synthetase;gene_id=b0778;logic_name=ena
"
713,Chromosome,ena,gene,813526,815547,.,+,.,"ID=gene:b0779;Name=uvrB;biotype=protein_coding;description=exision nuclease of nucleotide excision repair%2C DNA damage recognition component;gene_id=b0779;logic_name=ena
"
714,Chromosome,ena,gene,815739,816647,.,-,.,"ID=gene:b0780;Name=ybhK;biotype=protein_coding;description=putative CofD superfamily transferase;gene_id=b0780;logic_name=ena
"
715,Chromosome,ena,gene,817044,818033,.,+,.,"ID=gene:b0781;Name=moaA;biotype=protein_coding;description=molybdopterin biosynthesis protein A;gene_id=b0781;logic_name=ena
"
716,Chromosome,ena,gene,818055,818567,.,+,.,"ID=gene:b0782;Name=moaB;biotype=protein_coding;description=inactive molybdopterin adenylyltransferase;gene_id=b0782;logic_name=ena
"
717,Chromosome,ena,gene,818570,819055,.,+,.,"ID=gene:b0783;Name=moaC;biotype=protein_coding;description=molybdopterin biosynthesis%2C protein C;gene_id=b0783;logic_name=ena
"
718,Chromosome,ena,gene,819048,819293,.,+,.,"ID=gene:b0784;Name=moaD;biotype=protein_coding;description=molybdopterin synthase%2C small subunit;gene_id=b0784;logic_name=ena
